Wavelength,Intensity,Instrument
200.0,0.0009366342668566362,Spec_001
201.0,0.05279493764209026,Spec_001
202.0,0.05493315980071738,Spec_001
203.0,-0.11817296880924293,Spec_001
204.0,-0.04335180595100735,Spec_001
205.0,-0.029435236291326702,Spec_001
206.0,0.03008466902339252,Spec_001
207.0,0.046233214205246766,Spec_001
208.0,-0.039071678602781906,Spec_001
209.0,0.003475712110121791,Spec_001
210.0,0.10601853760726833,Spec_001
211.0,0.032886202561138216,Spec_001
212.0,0.0035181575418795218,Spec_001
213.0,-0.05197950439218116,Spec_001
214.0,-0.06334684657722844,Spec_001
215.0,-0.01336138463159283,Spec_001
216.0,0.004802317013164988,Spec_001
217.0,-0.020951292028166073,Spec_001
218.0,0.06087699938401425,Spec_001
219.0,-0.049815557007902224,Spec_001
220.0,-0.02870652994769737,Spec_001
221.0,0.016225896281016006,Spec_001
222.0,0.003783763004841674,Spec_001
223.0,-0.038236182404352836,Spec_001
224.0,-0.00895666234078422,Spec_001
225.0,0.06475949310229798,Spec_001
226.0,-0.049133274312070686,Spec_001
227.0,-0.06400144809917935,Spec_001
228.0,0.07124894422781722,Spec_001
229.0,-0.037807609327317394,Spec_001
230.0,-0.005136191826760467,Spec_001
231.0,0.025996831644244028,Spec_001
232.0,-0.026612605798643538,Spec_001
233.0,0.06701806254909469,Spec_001
234.0,-0.078447023598207,Spec_001
235.0,-0.03371243141571523,Spec_001
236.0,0.05249805973255712,Spec_001
237.0,0.04940683548528334,Spec_001
238.0,-0.07070479410050026,Spec_001
239.0,-0.00838282753901967,Spec_001
240.0,0.014994624046339895,Spec_001
241.0,-0.07778256759422293,Spec_001
242.0,-0.07553106210106662,Spec_001
243.0,-0.046701545126886485,Spec_001
244.0,-0.0633666598605806,Spec_001
245.0,0.05829652850453488,Spec_001
246.0,0.06345453450211062,Spec_001
247.0,0.06731908726908405,Spec_001
248.0,-0.011717082472534404,Spec_001
249.0,0.061555570402441445,Spec_001
250.0,0.03243270784212182,Spec_001
251.0,-0.04898858392323149,Spec_001
252.0,-0.02765582013627052,Spec_001
253.0,-0.03044648917460708,Spec_001
254.0,0.04569448094809994,Spec_001
255.0,-0.04463355362174347,Spec_001
256.0,-0.019502787791489708,Spec_001
257.0,0.014081305848370699,Spec_001
258.0,-0.012421990793678714,Spec_001
259.0,-0.009695393224845587,Spec_001
260.0,-0.024792408925187758,Spec_001
261.0,-0.03888660302556137,Spec_001
262.0,-0.09062470632695578,Spec_001
263.0,0.029294918023137592,Spec_001
264.0,-0.05139040593382648,Spec_001
265.0,0.07642176715073777,Spec_001
266.0,-0.026733826865301704,Spec_001
267.0,0.035831334766725086,Spec_001
268.0,-0.05571449533054702,Spec_001
269.0,0.06440658211998046,Spec_001
270.0,-0.01887079543498344,Spec_001
271.0,-0.04737205641065624,Spec_001
272.0,0.005101604033868022,Spec_001
273.0,0.025173120657774425,Spec_001
274.0,-0.012540836292273575,Spec_001
275.0,0.06370856360839289,Spec_001
276.0,0.028320022827032464,Spec_001
277.0,-0.008064088059040886,Spec_001
278.0,0.025143472662500735,Spec_001
279.0,0.00696001511484832,Spec_001
280.0,0.006188261164453837,Spec_001
281.0,0.010762230143937618,Spec_001
282.0,-0.03322949439659291,Spec_001
283.0,0.06461989161772892,Spec_001
284.0,0.062243522316658126,Spec_001
285.0,-0.04544507080409612,Spec_001
286.0,0.08317684459673333,Spec_001
287.0,0.06860260008631247,Spec_001
288.0,0.0827311177754355,Spec_001
289.0,0.0577155644974394,Spec_001
290.0,0.0020212433194858924,Spec_001
291.0,0.03385374004976676,Spec_001
292.0,-0.017907602070629906,Spec_001
293.0,0.03654031808535857,Spec_001
294.0,-0.0063323116046475145,Spec_001
295.0,-0.0027267610876637698,Spec_001
296.0,0.022013574623792744,Spec_001
297.0,0.09459531763453147,Spec_001
298.0,-0.017516885646039926,Spec_001
299.0,0.004812522195064435,Spec_001
300.0,0.03604133556607796,Spec_001
301.0,0.03066170108284373,Spec_001
302.0,0.1324803577591081,Spec_001
303.0,-0.011239580361873218,Spec_001
304.0,-0.10340685437211355,Spec_001
305.0,0.06613641435385559,Spec_001
306.0,0.11791286471251314,Spec_001
307.0,-0.017964441209275307,Spec_001
308.0,0.04576053121717171,Spec_001
309.0,0.029484467780663548,Spec_001
310.0,0.014359332377648776,Spec_001
311.0,0.04670217062174241,Spec_001
312.0,0.021268064150873615,Spec_001
313.0,0.058496240122246655,Spec_001
314.0,0.06114256210916977,Spec_001
315.0,-0.011008699180105296,Spec_001
316.0,0.10368415635430131,Spec_001
317.0,-0.0025315346792223054,Spec_001
318.0,-0.029563025267825657,Spec_001
319.0,-0.017894793540752137,Spec_001
320.0,0.1049911722614688,Spec_001
321.0,-0.01609714432265444,Spec_001
322.0,0.1241644447835801,Spec_001
323.0,0.10231696502240864,Spec_001
324.0,0.05603261752143321,Spec_001
325.0,-0.06530595209198675,Spec_001
326.0,0.11181814215634939,Spec_001
327.0,0.06465116425342839,Spec_001
328.0,0.07927075583949808,Spec_001
329.0,0.13099032258026105,Spec_001
330.0,0.07300604454359652,Spec_001
331.0,0.11812962098942102,Spec_001
332.0,-0.028455520804080633,Spec_001
333.0,0.09825813952247321,Spec_001
334.0,0.06770722058122712,Spec_001
335.0,0.09672966869449827,Spec_001
336.0,0.12570195136292833,Spec_001
337.0,-0.002493500657113956,Spec_001
338.0,0.09881405756375872,Spec_001
339.0,0.0590457801369363,Spec_001
340.0,0.17693070522988505,Spec_001
341.0,0.1475862786783943,Spec_001
342.0,0.1194155040472947,Spec_001
343.0,0.11770272736065687,Spec_001
344.0,0.10729423266552254,Spec_001
345.0,0.08861119206565127,Spec_001
346.0,0.13084316361897055,Spec_001
347.0,0.20665072464260628,Spec_001
348.0,0.10740339847353042,Spec_001
349.0,0.11409581346016326,Spec_001
350.0,0.1552788208174076,Spec_001
351.0,0.19116323380851252,Spec_001
352.0,0.2116531766719519,Spec_001
353.0,0.02135520132129065,Spec_001
354.0,0.17816162862991172,Spec_001
355.0,0.17253504538164208,Spec_001
356.0,0.2918217131008297,Spec_001
357.0,0.17234961836339535,Spec_001
358.0,0.23583476461152542,Spec_001
359.0,0.24573632360074768,Spec_001
360.0,0.16640598907513765,Spec_001
361.0,0.23118446994406028,Spec_001
362.0,0.32031615421027354,Spec_001
363.0,0.29173575873545426,Spec_001
364.0,0.1609999192007464,Spec_001
365.0,0.3233914790522839,Spec_001
366.0,0.31604804661620894,Spec_001
367.0,0.3655424348696557,Spec_001
368.0,0.26238253681218016,Spec_001
369.0,0.28648587494441924,Spec_001
370.0,0.32562051420573623,Spec_001
371.0,0.21167863458510205,Spec_001
372.0,0.35560437370968606,Spec_001
373.0,0.3639087676257666,Spec_001
374.0,0.39992500665918174,Spec_001
375.0,0.2582575612061429,Spec_001
376.0,0.34541377809033913,Spec_001
377.0,0.38688816330563225,Spec_001
378.0,0.3616572174855636,Spec_001
379.0,0.41737480792479165,Spec_001
380.0,0.4044245359250519,Spec_001
381.0,0.4610043257802768,Spec_001
382.0,0.48623246887649424,Spec_001
383.0,0.5900838455222743,Spec_001
384.0,0.5565537341904105,Spec_001
385.0,0.5158330909910769,Spec_001
386.0,0.5744952982246312,Spec_001
387.0,0.5185229604414193,Spec_001
388.0,0.549761040325539,Spec_001
389.0,0.5424134152651967,Spec_001
390.0,0.6229648088719397,Spec_001
391.0,0.5809024953533487,Spec_001
392.0,0.5910297089388585,Spec_001
393.0,0.5613445663243953,Spec_001
394.0,0.6361853074747774,Spec_001
395.0,0.587465572724537,Spec_001
396.0,0.6244169449626479,Spec_001
397.0,0.6630031903755378,Spec_001
398.0,0.5873976255953492,Spec_001
399.0,0.6741770572352744,Spec_001
400.0,0.6178967781087162,Spec_001
401.0,0.7023319654426219,Spec_001
402.0,0.7146058408644699,Spec_001
403.0,0.7833418533088996,Spec_001
404.0,0.724853675117119,Spec_001
405.0,0.7254689052418943,Spec_001
406.0,0.6523051301905898,Spec_001
407.0,0.8245086607094305,Spec_001
408.0,0.7845196251603055,Spec_001
409.0,0.8609910764723262,Spec_001
410.0,0.7484418754504314,Spec_001
411.0,0.843726789023864,Spec_001
412.0,0.7632324781512585,Spec_001
413.0,0.8079894099302024,Spec_001
414.0,0.7922813026974376,Spec_001
415.0,0.9107935248275028,Spec_001
416.0,0.823544691415608,Spec_001
417.0,0.8955149273463258,Spec_001
418.0,0.8432394721092634,Spec_001
419.0,0.9211985539324695,Spec_001
420.0,0.8502857892851917,Spec_001
421.0,0.920252247203348,Spec_001
422.0,0.8457893542671961,Spec_001
423.0,0.9099050811792408,Spec_001
424.0,0.9122976250035459,Spec_001
425.0,0.8165369595555687,Spec_001
426.0,0.8431261160949811,Spec_001
427.0,0.8904314537411752,Spec_001
428.0,0.9666993156235979,Spec_001
429.0,0.9784032607784575,Spec_001
430.0,0.9458344742582534,Spec_001
431.0,0.9973669935551137,Spec_001
432.0,1.0033966140183483,Spec_001
433.0,1.0017108927019884,Spec_001
434.0,0.8586722265555957,Spec_001
435.0,0.9554353218695897,Spec_001
436.0,1.0003830996788023,Spec_001
437.0,1.005192696970171,Spec_001
438.0,0.9578742115121796,Spec_001
439.0,0.9928319910413634,Spec_001
440.0,0.9323660983524927,Spec_001
441.0,0.900118172613692,Spec_001
442.0,1.0428785917791628,Spec_001
443.0,0.9877363412190235,Spec_001
444.0,1.0690782562912378,Spec_001
445.0,1.0553197483416181,Spec_001
446.0,1.0197529015801348,Spec_001
447.0,1.0185729845645697,Spec_001
448.0,1.0967085400520937,Spec_001
449.0,1.0013079846495536,Spec_001
450.0,0.9106311469338408,Spec_001
451.0,0.9252512734644797,Spec_001
452.0,1.0099199020816716,Spec_001
453.0,0.9410164562690878,Spec_001
454.0,0.9417810214347176,Spec_001
455.0,0.9431951455131478,Spec_001
456.0,0.9639455739626138,Spec_001
457.0,1.0020008757905374,Spec_001
458.0,1.0032560029319926,Spec_001
459.0,0.9315537711988107,Spec_001
460.0,0.9843526353549668,Spec_001
461.0,0.9780547260876664,Spec_001
462.0,0.9804006932256265,Spec_001
463.0,0.8616544716503634,Spec_001
464.0,1.0678186096397202,Spec_001
465.0,0.9410908216187169,Spec_001
466.0,0.8455366056196245,Spec_001
467.0,0.8265821359195031,Spec_001
468.0,0.9228723205215131,Spec_001
469.0,0.8682433652622971,Spec_001
470.0,0.9486435691933246,Spec_001
471.0,0.8284499284979762,Spec_001
472.0,0.9409750153228413,Spec_001
473.0,0.8382740158001092,Spec_001
474.0,0.907537086481335,Spec_001
475.0,0.7999302781452279,Spec_001
476.0,0.7494642944526719,Spec_001
477.0,0.8192384924812727,Spec_001
478.0,0.8032130958202245,Spec_001
479.0,0.7925727890259809,Spec_001
480.0,0.7870898686699703,Spec_001
481.0,0.7431454891174879,Spec_001
482.0,0.774576801354188,Spec_001
483.0,0.7349002243970995,Spec_001
484.0,0.7515434680343654,Spec_001
485.0,0.6973358981014555,Spec_001
486.0,0.6834569846428536,Spec_001
487.0,0.7235969242572377,Spec_001
488.0,0.6718605449216937,Spec_001
489.0,0.6554405292015663,Spec_001
490.0,0.6703252259386306,Spec_001
491.0,0.6410508833793096,Spec_001
492.0,0.620675078695865,Spec_001
493.0,0.620804958552987,Spec_001
494.0,0.6500842939798446,Spec_001
495.0,0.6496419553133455,Spec_001
496.0,0.5397214060046212,Spec_001
497.0,0.5473416189684044,Spec_001
498.0,0.5270469274698776,Spec_001
499.0,0.5704553361466945,Spec_001
500.0,0.45692003508345896,Spec_001
501.0,0.6354609042759215,Spec_001
502.0,0.4645583566766478,Spec_001
503.0,0.5047692016905937,Spec_001
504.0,0.40818357071002737,Spec_001
505.0,0.5276715343429996,Spec_001
506.0,0.4438895556259417,Spec_001
