Wavelength,Intensity,Instrument
200.0,-0.03805065042753497,Spec_001
201.0,0.003450011412712896,Spec_001
202.0,-0.016663968828922352,Spec_001
203.0,0.027479668354737186,Spec_001
204.0,0.033785583970760695,Spec_001
205.0,0.017402507762180722,Spec_001
206.0,-0.0024714096618410034,Spec_001
207.0,-0.09708416161718941,Spec_001
208.0,-0.03913751993263409,Spec_001
209.0,0.05421822198046424,Spec_001
210.0,-0.025194266487114866,Spec_001
211.0,0.0031138223707600833,Spec_001
212.0,-0.014098813806105816,Spec_001
213.0,-0.003635130442323526,Spec_001
214.0,0.07652527404257672,Spec_001
215.0,-0.10167260125781019,Spec_001
216.0,0.004137037726374318,Spec_001
217.0,0.0545264495937906,Spec_001
218.0,0.054389738855488125,Spec_001
219.0,0.07007146674623886,Spec_001
220.0,-0.047509994104525895,Spec_001
221.0,-0.03457107269697302,Spec_001
222.0,-0.0028975310379428434,Spec_001
223.0,-0.04834584458399591,Spec_001
224.0,-0.016129493868941105,Spec_001
225.0,-0.024373712445772275,Spec_001
226.0,0.01953416399556126,Spec_001
227.0,0.0482815820934597,Spec_001
228.0,-0.025209460055519925,Spec_001
229.0,-0.01978484649602312,Spec_001
230.0,-0.10160481049515331,Spec_001
231.0,0.11520882880655856,Spec_001
232.0,0.02795626957937424,Spec_001
233.0,0.014178190362156172,Spec_001
234.0,-0.02211574604442327,Spec_001
235.0,0.0033337400687479105,Spec_001
236.0,0.07531124852468396,Spec_001
237.0,0.023078326683655778,Spec_001
238.0,-0.06271772655969111,Spec_001
239.0,0.055641266609210184,Spec_001
240.0,0.027033069955650278,Spec_001
241.0,0.04255195429534222,Spec_001
242.0,-0.01580295550984025,Spec_001
243.0,-0.0008125717333427793,Spec_001
244.0,-0.000911995175885916,Spec_001
245.0,0.006894550653352842,Spec_001
246.0,-0.10751931605862017,Spec_001
247.0,0.05191334345449207,Spec_001
248.0,-0.09058584302709109,Spec_001
249.0,-0.057807546469444526,Spec_001
250.0,-0.04913758771306169,Spec_001
251.0,-0.0070836416481580905,Spec_001
252.0,0.03444067933023089,Spec_001
253.0,-0.05313351203588303,Spec_001
254.0,-0.07876518463395477,Spec_001
255.0,0.038313635070671245,Spec_001
256.0,-0.038245300907251305,Spec_001
257.0,-0.05792566377413789,Spec_001
258.0,-0.039534192315657815,Spec_001
259.0,0.028847902372071934,Spec_001
260.0,0.023026558725327138,Spec_001
261.0,-0.06360037910585649,Spec_001
262.0,-0.011380663938409703,Spec_001
263.0,0.029579100639209835,Spec_001
264.0,-0.0926849203703768,Spec_001
265.0,-0.07365421916998593,Spec_001
266.0,0.07803258826772422,Spec_001
267.0,0.027931566743065513,Spec_001
268.0,-0.014295201715559286,Spec_001
269.0,-0.0020363044436770804,Spec_001
270.0,-0.01675730245460462,Spec_001
271.0,-0.027823984562477422,Spec_001
272.0,0.03979690007734719,Spec_001
273.0,-0.010040058784029611,Spec_001
274.0,0.10873214457388014,Spec_001
275.0,0.10015528737084164,Spec_001
276.0,0.021592156185486294,Spec_001
277.0,-0.0006976860565964644,Spec_001
278.0,-0.062131507090136116,Spec_001
279.0,0.01651393609023334,Spec_001
280.0,-0.02184219527271182,Spec_001
281.0,-0.08081249508035039,Spec_001
282.0,-0.019402163008849227,Spec_001
283.0,0.012664644094189407,Spec_001
284.0,-0.022306431227051792,Spec_001
285.0,0.0694210624466772,Spec_001
286.0,0.07589975213903968,Spec_001
287.0,0.08636418780339128,Spec_001
288.0,-0.06941927444809172,Spec_001
